source_file,creation_date,modification_date,operator_code,operator_name,service_code,line_name,operating_start_date,operating_end_date,journey_pattern_section_id,timing_link_id,route_link_ref,from_stop_id,from_stop_name,from_stop_indicator,from_locality_name,from_locality_qualifier,from_latitude,from_longitude,from_sequence_number,from_activity,from_timing_status,from_wait_time_seconds,to_stop_id,to_stop_name,to_stop_indicator,to_locality_name,to_locality_qualifier,to_latitude,to_longitude,to_sequence_number,to_activity,to_timing_status,to_wait_time_seconds,runtime_seconds,runtime_minutes,distance_meters,distance_km
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-35,RL_54-107-_-y05-57629-I-2-35,210021002710,Barham Avenue,,Elstree,Hertfordshire,,,35,pickUpAndSetDown,OTH,,210021002720,Knowl Way (WD6),,Elstree,Hertfordshire,,,36,pickUpAndSetDown,OTH,,48.0,0.8,374,0.374
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-36,RL_54-107-_-y05-57629-I-2-36,210021002720,Knowl Way (WD6),,Elstree,Hertfordshire,,,36,pickUpAndSetDown,OTH,,210021002725,Elstree Hill North,,Elstree,Hertfordshire,,,37,pickUpAndSetDown,OTH,,48.0,0.8,470,0.47
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-37,RL_54-107-_-y05-57629-I-2-37,210021002725,Elstree Hill North,,Elstree,Hertfordshire,,,37,pickUpAndSetDown,OTH,,210021007800,The East Public House,,Elstree,Hertfordshire,,,38,pickUpAndSetDown,PTP,,48.0,0.8,626,0.626
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-38,RL_54-107-_-y05-57629-I-2-38,210021007800,The East Public House,,Elstree,Hertfordshire,,,38,pickUpAndSetDown,PTP,,210021008160,Rodgers Close,,Elstree,Hertfordshire,,,39,pickUpAndSetDown,OTH,,60,1.0,292,0.292
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-39,RL_54-107-_-y05-57629-I-2-39,210021008160,Rodgers Close,,Elstree,Hertfordshire,,,39,pickUpAndSetDown,OTH,,210021011800,Sullivan Way,,Elstree,Hertfordshire,,,40,pickUpAndSetDown,OTH,,60,1.0,276,0.276
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-40,RL_54-107-_-y05-57629-I-2-40,210021011800,Sullivan Way,,Elstree,Hertfordshire,,,40,pickUpAndSetDown,OTH,,490011769S,Royal National Orthopaedic Hospital,->S,Stanmore (London),Greater London,,,41,pickUpAndSetDown,OTH,,60,1.0,935,0.935
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-41,RL_54-107-_-y05-57629-I-2-41,490011769S,Royal National Orthopaedic Hospital,->S,Stanmore (London),Greater London,,,41,pickUpAndSetDown,OTH,,490011026S,Pipers Green Lane,->S,Edgware,Greater London,,,42,pickUpAndSetDown,OTH,,60,1.0,937,0.937
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-42,RL_54-107-_-y05-57629-I-2-42,490011026S,Pipers Green Lane,->S,Edgware,Greater London,,,42,pickUpAndSetDown,OTH,,490020077S,Brockley Avenue,,Canons Park,Greater London,,,43,pickUpAndSetDown,PTP,,60,1.0,332,0.332
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-43,RL_54-107-_-y05-57629-I-2-43,490020077S,Brockley Avenue,,Canons Park,Greater London,,,43,pickUpAndSetDown,PTP,,490006432E,Edgware Way,,Edgware,Greater London,,,44,pickUpAndSetDown,OTH,,72.0,1.2,421,0.421
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-44,RL_54-107-_-y05-57629-I-2-44,490006432E,Edgware Way,,Edgware,Greater London,,,44,pickUpAndSetDown,OTH,,490010829E,Parkside Drive,Stop J,Edgware,Greater London,,,45,pickUpAndSetDown,OTH,,72.0,1.2,836,0.836
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-45,RL_54-107-_-y05-57629-I-2-45,490010829E,Parkside Drive,Stop J,Edgware,Greater London,,,45,pickUpAndSetDown,OTH,,490006423S,Edgwarebury Lane / Edgware Way,,Edgware,Greater London,,,46,pickUpAndSetDown,OTH,,72.0,1.2,217,0.217
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-46,RL_54-107-_-y05-57629-I-2-46,490006423S,Edgwarebury Lane / Edgware Way,,Edgware,Greater London,,,46,pickUpAndSetDown,OTH,,490006422S,Edgwarebury Gardens,Stop H,Edgware,Greater London,,,47,pickUpAndSetDown,OTH,,72.0,1.2,352,0.352
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-79-I-2,JPL_54-107-_-y05-57629-79-I-2-47,RL_54-107-_-y05-57629-I-2-47,490006422S,Edgwarebury Gardens,Stop H,Edgware,Greater London,,,47,pickUpAndSetDown,OTH,,490000070G,Edgware,Stop G,Edgware,Greater London,,,48,setDown,PTP,,72.0,1.2,522,0.522
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-1,RL_54-107-_-y05-57629-O-1-1,490000070F,Edgware,Stop F,Edgware,Greater London,,,1,pickUp,PTP,,490000070B,Edgware Station / Station Road,,Edgware,Greater London,,,2,pickUpAndSetDown,OTH,,70.0,1.17,354,0.354
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-2,RL_54-107-_-y05-57629-O-1-2,490000070B,Edgware Station / Station Road,,Edgware,Greater London,,,2,pickUpAndSetDown,OTH,,490011254N,Purcells Avenue,,Edgware,Greater London,,,3,pickUpAndSetDown,OTH,,70.0,1.17,409,0.409
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-3,RL_54-107-_-y05-57629-O-1-3,490011254N,Purcells Avenue,,Edgware,Greater London,,,3,pickUpAndSetDown,OTH,,490006423N,Edgwarebury Lane / Edgware Way,Stop Q,Edgware,Greater London,,,4,pickUpAndSetDown,OTH,,70.0,1.17,326,0.326
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-4,RL_54-107-_-y05-57629-O-1-4,490006423N,Edgwarebury Lane / Edgware Way,Stop Q,Edgware,Greater London,,,4,pickUpAndSetDown,OTH,,490007224W,Glendale Avenue,Stop R,Edgware,Greater London,,,5,pickUpAndSetDown,OTH,,70.0,1.17,361,0.361
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-5,RL_54-107-_-y05-57629-O-1-5,490007224W,Glendale Avenue,Stop R,Edgware,Greater London,,,5,pickUpAndSetDown,OTH,,490006432S,Edgware Way,,Edgware,Greater London,,,6,pickUpAndSetDown,OTH,,70.0,1.17,593,0.593
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-6,RL_54-107-_-y05-57629-O-1-6,490006432S,Edgware Way,,Edgware,Greater London,,,6,pickUpAndSetDown,OTH,,490004760L,Canons Corner,Stop L,Canons Park,Greater London,,,7,pickUpAndSetDown,PTP,,70.0,1.17,359,0.359
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-7,RL_54-107-_-y05-57629-O-1-7,490004760L,Canons Corner,Stop L,Canons Park,Greater London,,,7,pickUpAndSetDown,PTP,,490011026N,Pipers Green Lane,->N,Edgware,Greater London,,,8,pickUpAndSetDown,OTH,,60,1.0,438,0.438
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-8,RL_54-107-_-y05-57629-O-1-8,490011026N,Pipers Green Lane,->N,Edgware,Greater London,,,8,pickUpAndSetDown,OTH,,490011769N,Royal National Orthopaedic Hospital,->N,Stanmore (London),Greater London,,,9,pickUpAndSetDown,OTH,,60,1.0,941,0.941
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-9,RL_54-107-_-y05-57629-O-1-9,490011769N,Royal National Orthopaedic Hospital,->N,Stanmore (London),Greater London,,,9,pickUpAndSetDown,OTH,,210021008015,Centennial Park,,Elstree,Hertfordshire,,,10,pickUpAndSetDown,OTH,,60,1.0,674,0.674
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-10,RL_54-107-_-y05-57629-O-1-10,210021008015,Centennial Park,,Elstree,Hertfordshire,,,10,pickUpAndSetDown,OTH,,210021004980,Sullivan Way,,Elstree,Hertfordshire,,,11,pickUpAndSetDown,OTH,,60,1.0,385,0.385
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-11,RL_54-107-_-y05-57629-O-1-11,210021004980,Sullivan Way,,Elstree,Hertfordshire,,,11,pickUpAndSetDown,OTH,,210021002780,Rodgers Close,,Elstree,Hertfordshire,,,12,pickUpAndSetDown,OTH,,60,1.0,324,0.324
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-12,RL_54-107-_-y05-57629-O-1-12,210021002780,Rodgers Close,,Elstree,Hertfordshire,,,12,pickUpAndSetDown,OTH,,210021008120,The East Public House,,Elstree,Hertfordshire,,,13,pickUpAndSetDown,PTP,,60,1.0,187,0.187
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-13,RL_54-107-_-y05-57629-O-1-13,210021008120,The East Public House,,Elstree,Hertfordshire,,,13,pickUpAndSetDown,PTP,,210021004210,Elstree Hill North,,Elstree,Hertfordshire,,,14,pickUpAndSetDown,OTH,,48.0,0.8,594,0.594
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-14,RL_54-107-_-y05-57629-O-1-14,210021004210,Elstree Hill North,,Elstree,Hertfordshire,,,14,pickUpAndSetDown,OTH,,210021004220,Knowl Way / Tauber Close,,Elstree,Hertfordshire,,,15,pickUpAndSetDown,OTH,,48.0,0.8,652,0.652
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-15,RL_54-107-_-y05-57629-O-1-15,210021004220,Knowl Way / Tauber Close,,Elstree,Hertfordshire,,,15,pickUpAndSetDown,OTH,,210021004230,Barham Avenue,,Elstree,Hertfordshire,,,16,pickUpAndSetDown,OTH,,48.0,0.8,230,0.23
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-16,RL_54-107-_-y05-57629-O-1-16,210021004230,Barham Avenue,,Elstree,Hertfordshire,,,16,pickUpAndSetDown,OTH,,210021004240,Deacons Hill Road,,Borehamwood,Hertfordshire,,,17,pickUpAndSetDown,OTH,,48.0,0.8,258,0.258
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-17,RL_54-107-_-y05-57629-O-1-17,210021004240,Deacons Hill Road,,Borehamwood,Hertfordshire,,,17,pickUpAndSetDown,OTH,,210021004245,Elstree & Borehamwood,,Elstree,Hertfordshire,,,18,pickUpAndSetDown,PTP,,48.0,0.8,443,0.443
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-18,RL_54-107-_-y05-57629-O-1-18,210021004245,Elstree & Borehamwood,,Elstree,Hertfordshire,,,18,pickUpAndSetDown,PTP,,210021004100,Glenhaven Avenue (WD6),,Borehamwood,Hertfordshire,,,19,pickUpAndSetDown,OTH,,60,1.0,269,0.269
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-19,RL_54-107-_-y05-57629-O-1-19,210021004100,Glenhaven Avenue (WD6),,Borehamwood,Hertfordshire,,,19,pickUpAndSetDown,OTH,,210021004120,Furzehill Road,->E1,Borehamwood,Hertfordshire,,,20,pickUpAndSetDown,OTH,,60,1.0,285,0.285
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-20,RL_54-107-_-y05-57629-O-1-20,210021004120,Furzehill Road,->E1,Borehamwood,Hertfordshire,,,20,pickUpAndSetDown,OTH,,210021002667,Borehamwood / Tesco,Stop B,Borehamwood,Hertfordshire,,,21,pickUpAndSetDown,PTP,,60,1.0,462,0.462
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-21,RL_54-107-_-y05-57629-O-1-21,210021002667,Borehamwood / Tesco,Stop B,Borehamwood,Hertfordshire,,,21,pickUpAndSetDown,PTP,,210021004140,Elstree Studios,,Borehamwood,Hertfordshire,,,22,pickUpAndSetDown,OTH,,54.0,0.9,172,0.172
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-22,RL_54-107-_-y05-57629-O-1-22,210021004140,Elstree Studios,,Borehamwood,Hertfordshire,,,22,pickUpAndSetDown,OTH,,210021004260,Hertsmere Civic Offices,->E,Borehamwood,Hertfordshire,,,23,pickUpAndSetDown,OTH,,55.0,0.92,258,0.258
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-23,RL_54-107-_-y05-57629-O-1-23,210021004260,Hertsmere Civic Offices,->E,Borehamwood,Hertfordshire,,,23,pickUpAndSetDown,OTH,,210021004280,Studio Way / Manor Way,,Borehamwood,Hertfordshire,,,24,pickUpAndSetDown,OTH,,54.0,0.9,539,0.539
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-24,RL_54-107-_-y05-57629-O-1-24,210021004280,Studio Way / Manor Way,,Borehamwood,Hertfordshire,,,24,pickUpAndSetDown,OTH,,210021004540,Chester Drive / Warwick Road,,Borehamwood,Hertfordshire,,,25,pickUpAndSetDown,OTH,,55.0,0.92,503,0.503
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-25,RL_54-107-_-y05-57629-O-1-25,210021004540,Chester Drive / Warwick Road,,Borehamwood,Hertfordshire,,,25,pickUpAndSetDown,OTH,,210021004550,Chester Road (WD6),,Borehamwood,Hertfordshire,,,26,pickUpAndSetDown,OTH,,54.0,0.9,228,0.228
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-26,RL_54-107-_-y05-57629-O-1-26,210021004550,Chester Road (WD6),,Borehamwood,Hertfordshire,,,26,pickUpAndSetDown,OTH,,210021004560,Kenilworth Drive /Balmoral Drv,,Borehamwood,Hertfordshire,,,27,pickUpAndSetDown,OTH,,55.0,0.92,369,0.369
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-27,RL_54-107-_-y05-57629-O-1-27,210021004560,Kenilworth Drive /Balmoral Drv,,Borehamwood,Hertfordshire,,,27,pickUpAndSetDown,OTH,,210021004570,The Suffolk Punch,,Borehamwood,Hertfordshire,,,28,pickUpAndSetDown,OTH,,54.0,0.9,295,0.295
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-28,RL_54-107-_-y05-57629-O-1-28,210021004570,The Suffolk Punch,,Borehamwood,Hertfordshire,,,28,pickUpAndSetDown,OTH,,210021004580,Ripon Way,,Borehamwood,Hertfordshire,,,29,pickUpAndSetDown,OTH,,55.0,0.92,415,0.415
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-29,RL_54-107-_-y05-57629-O-1-29,210021004580,Ripon Way,,Borehamwood,Hertfordshire,,,29,pickUpAndSetDown,OTH,,210021004585,Dacre Gardens,,Borehamwood,Hertfordshire,,,30,pickUpAndSetDown,OTH,,54.0,0.9,239,0.239
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-30,RL_54-107-_-y05-57629-O-1-30,210021004585,Dacre Gardens,,Borehamwood,Hertfordshire,,,30,pickUpAndSetDown,OTH,,210021004780,Ashley Drive / Farriers Way,->S,Borehamwood,Hertfordshire,,,31,pickUpAndSetDown,OTH,,55.0,0.92,270,0.27
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-31,RL_54-107-_-y05-57629-O-1-31,210021004780,Ashley Drive / Farriers Way,->S,Borehamwood,Hertfordshire,,,31,pickUpAndSetDown,OTH,,210021004785,Stirling Corner / Barnet Lane,Stop B,Borehamwood,Hertfordshire,,,32,pickUpAndSetDown,PTP,,55.0,0.92,509,0.509
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-32,RL_54-107-_-y05-57629-O-1-32,210021004785,Stirling Corner / Barnet Lane,Stop B,Borehamwood,Hertfordshire,,,32,pickUpAndSetDown,PTP,,490012721E2,Stirling Corner / Barnet Road,Stop E,Barnet Gate,Greater London,,,33,pickUpAndSetDown,OTH,,42.0,0.7,373,0.373
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-33,RL_54-107-_-y05-57629-O-1-33,490012721E2,Stirling Corner / Barnet Road,Stop E,Barnet Gate,Greater London,,,33,pickUpAndSetDown,OTH,,490013368E,Brickfield Lane,Stop C,Barnet Gate,Greater London,,,34,pickUpAndSetDown,OTH,,43.0,0.72,794,0.794
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-34,RL_54-107-_-y05-57629-O-1-34,490013368E,Brickfield Lane,Stop C,Barnet Gate,Greater London,,,34,pickUpAndSetDown,OTH,,490007215E,Glebe Lane,,Arkley,Greater London,,,35,pickUpAndSetDown,OTH,,43.0,0.72,522,0.522
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-35,RL_54-107-_-y05-57629-O-1-35,490007215E,Glebe Lane,,Arkley,Greater London,,,35,pickUpAndSetDown,OTH,,490011744E,Rowley Green Road,->E,Arkley,Greater London,,,36,pickUpAndSetDown,OTH,,43.0,0.72,321,0.321
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-36,RL_54-107-_-y05-57629-O-1-36,490011744E,Rowley Green Road,->E,Arkley,Greater London,,,36,pickUpAndSetDown,OTH,,490011379E1,Quinta Drive,->E,Arkley,Greater London,,,37,pickUpAndSetDown,OTH,,43.0,0.72,537,0.537
tfl_54-107-_-y05-57629.xml,2020-01-01T00:00:00,2021-12-29T00:00:00,ML,METROLINE TRAVEL LIMITED,PK0002167:1,107,2021-10-31,2022-12-23,JPS_54-107-_-y05-57629-63-O-1,JPL_54-107-_-y05-57629-63-O-1-37,RL_54-107-_-y05-57629-O-1-37,490011379E1,Quinta Drive,->E,Arkley,Greater London,,,37,pickUpAndSetDown,OTH,,490007117E,Garden Close_ Arkley,->E,Arkley,Greater London,,,38,pickUpAndSetDown,OTH,,43.0,0.72,309,0.309
